Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
2f09559bc1ffcc3ea06ae2766194920b,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nakamurellaceae,g__,s__
73291cac0e802b6a1fb25ae7079390ef,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
5a61388e52a8005b6747280b9332d2de,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae
37d242005eb3c4239ad2c00158ea99a1,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__
72cbf125e17c4e14d748543564d3d4ec,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
b3406cb10b6d6882837eaacbaec3553e,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__
b65f8931698507015de2e1c5f0961cd3,k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Streptophyta,f__,g__,s__
7b9b46a7c3fb8b76b1c68911a9b56da1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae
5ec803f68f3c48cd9ce6436ccbd5b1e3,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter
2835a5008083ae7290acbca001520ad1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
0a50155a2def454344e1f2305eff7092,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__
bf6066f701b31c6bba541503797da013,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Dialister,s__
ca1b627f011b52798bfb8fd2c6b76d20,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Facklamia,s__
1a2d9f4af510ce624fa0337c3ea9fedc,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__
f9c63350a2cdcada4a0be946f4e0025a,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
6967d97d0d19d82633e2d05305850f80,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Enhydrobacter,s__
81026563293d6ed29eec4d7f73eab34d,k__Bacteria
e9849de9c0f7be74e13c457f05177aad,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Devosia,s__
b59d5976acdb148c29f724d6b7990410,k__Bacteria,p__SR1,c__,o__,f__,g__,s__
bae6b03d63955f134b6e523285263226,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__
14f2e2d783b09c74ccd36ed32cbeaddd,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
8c12a12aedcd680ab7e259bfd627ff9a,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Vogesella,s__
01173073677a287321be3484fbed0007,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria
e6dfd15b38618c3c7ff0a025083f56d4,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__[Weeksellaceae],g__Chryseobacterium,s__
33e2cadd9d0b2b4ebeb6261766032e4a,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Peptococcus,s__
ea646f13713c1f3393a8b66afa03ff4a,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__
2a010fd0ac0d1761c2e64c9cd3fd97c4,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__
4cecaa1cfabe89a905940ae23dd94a64,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae
5454ea14c70f0323a5e836aba10947b8,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__
b8413d82d36f772b9a375231cb504579,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Anaerococcus,s__
7a9e7bd6bd3444b67f37c95db2960d50,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales
9abbfb135a6fceeb2ae107b7be7cb133,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Anaerococcus,s__
e7e23553bcb3b809fe953ff90c99da54,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Williamsiaceae,g__Williamsia
217845ff2f7195cbc781eba1f7e7eaa1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__
903752a32299a5fac9505d192dc16466,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria
9c773cfe6cd90b39267153cd9eac020e,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rubellimicrobium,s__
5202077471c942e678df50a8e4c706d6,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces
04fd81a94c775a5906f2d92cf0548e4d,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__
f1d63da515a0c96eb9f7af5de75655bb,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__,s__
6b350f9f82a39450e0894fe9138ad267,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,s__prausnitzii
167baae5fe04a754df7eb073c07adaa7,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__
e1e1ece9cc43057ec074912f7545a432,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Anaerococcus,s__
43e4b46e2ba2455e3974874722cbd75a,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__,s__
76d0a9cc7116aeaa8d26bc09e768cbc4,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__,s__
f7a8c8f87af98f9c5f479beaadc0b892,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae
21c3086fa768008b7bee62d5d13b5366,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Cardiobacteriaceae,g__,s__
d8adf2a20249cefe6c627f9c17abb202,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__
dd9d9aad1de9345686f5cc614c5616db,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__
0524cb6dcc8f60dafc09c46911c9d0ac,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae
63e29d89c820b4baafc3f5622946d6ee,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__plebeius
0316af109bb877b5c7a85ddecd6dfd1e,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__
c9ffd432429a7600931358e3a09860f5,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Adhaeribacter,s__
b18b389447d758e7cb173b4b4f2ad960,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium
f306a3c555687b1dc2c61372504fbbea,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Frigoribacterium,s__
bb823ca6d961133b2cd91e9377cefba7,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Selenomonas,s__
8935afd2b1d59a37191411131d75e9f6,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Butyrivibrio,s__
648532aadbacef2c7f8f8468a6146fb2,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Tannerella,s__
124e839582c0a3329101182cb28619a8,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
51b573b10d63a2cbe455deeef5bae002,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
6bd57e46e038faafe4bb747e1d494df7,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__indistinctus
5cf1581a0381cd73e278302acd8751b1,k__Bacteria,p__GN02,c__BD1-5,o__,f__,g__,s__
3e7f7d8ab3a5fb0e3401a0fda19d8bcb,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__
ef4cafaa5121e47ff7f31d5553a66214,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae
e581d288eadb8d4527694b6fe7aa5df4,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Scardovia,s__
2c9e19a0423a00f8c17d8086a8ab39a5,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__
65fbdc4707be0814fa4faf52571cc2b5,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__
171930820a0db82224a948125002bf46,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Anaerococcus,s__
f78c2a4fb584f61fc0fbd75c2cc22a99,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Variovorax
8406abe6d9a72018bf32d189d1340472,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardioidaceae
5e76bbf2de9c36c591f8aab3784ffd1b,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae
5cb28bd0b2eea6847a6328712217c141,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Rhodococcus,s__
50feebeace77894a50a224bf001c3502,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Johnsonella,s__ignava
a9e0ac523112f40942da575caf1f386e,k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Candidatus Nitrososphaera,s__
029cc71dc93341de90188b686798aa0d,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Hymenobacter,s__
58c63b4710a70a640cb86afa4d851178,k__Bacteria
9d68bd5a8479880505cf88ab4695b5c5,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Pontibacter,s__
5c4ad81078908a3b228188a847d12f9e,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
dbd1f3c3e0f401f60d44103595acdb69,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__[Weeksellaceae],g__Wautersiella,s__
6fea6a26dbc4de9558be63f26f07f7fa,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Kineosporiaceae,g__Kineococcus,s__
58946a0b64aa351fd8e7b97d02d6639d,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__
b89da5ee2f75672a2656789aea91071d,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__
48a6cea7eaf29dcb52dc2985933f4249,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__
4e34087bb8399deb145896c92e1b58a5,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Anaerostipes,s__
6b4a0a64da52980e7a1b1a770978bb88,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__
c23ddff0e5a041733d633d7bfb93e0cc,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Hymenobacter,s__
3d3566af17e7e52ae5413956d004e657,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Facklamia,s__
64222ae4c3f0f1cc06375a3814da355d,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__
ab402c6b9fa511b0aa2f968cddc364eb,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__,g__,s__
d45006a487d94665893aa9e759be4c97,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__kroppenstedtii
5546d0fe4a512f96a6d73509a1ec6e55,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Moryella,s__
40f13b077d41d6837ca6fae65763cf01,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__
26f1b1ff96f049f0e354df4c3d85efb0,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium
25087bd679769914988fc1e7c6d045ff,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__
6fda1de9604a1be1b99a41028226f4a7,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Dyadobacter,s__
f9686d94e355b66c5324677db52b3aa4,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Anaerobiospirillum,s__
0bf5530da55bc16c52034db82e5434af,k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Chlorophyta,f__,g__,s__
9815d07f1b564c9be5aab03db01608da,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__
d37b36cd780fdec9627c298370571ed5,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__
5beb76b0d6631d10fc820c2d128d4cb6,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__,s__
952fabf17975467e69af4ebb5efb0fb6,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
cdf8a49dcdb0256a8ead65f65c752e40,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__
e83fa923d1e185d9c9de13ca3b37c8f2,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Flectobacillus,s__
f6bb195f075d463c5e9b620a6a76dbfd,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium
a1759b9ca6b3363edacc599498d62b56,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__
d1dbb266dc8841470f3c42fe8f465507,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter
3b91757d40499fecfd75d1ad215fdd2e,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__gelidilacus
0b0a240a7ae19f3560d04427d753b603,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Acidaminobacteraceae],g__,s__
e0a941a7b62e87ae6301bce7185e5f4a,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dermabacteraceae,g__Dermabacter,s__
96802b28a3942cb6b7b40f4b9bfc0d99,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Kaistobacter,s__
d4c5acaf755ef50d18008aa6c79f60b0,k__Bacteria,p__Spirochaetes,c__Spirochaetes,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__
a0daabc3e11deb9b43aafbf3c8e31e35,k__Bacteria,p__Acidobacteria,c__[Chloracidobacteria],o__RB41,f__Ellin6075,g__,s__
e9d3af4175420ffab49c29d1a6bb2030,k__Bacteria
eb19aca9a5979db01ba9947baa292633,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Anaerococcus,s__
8be3d398e9e6b768ed1aa713f2981204,k__Bacteria
0335b1664150f1e151340b1450eae898,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
42f7a4caf54667a21b5de3b888213935,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Phascolarctobacterium,s__
03178a409a41853ea09a94055e138e19,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__kroppenstedtii
ba3ff6e27b67596844f11db93e44c496,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__
af12fc27ee17864717830cafd06453cd,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Oxalobacter,s__formigenes
1076b2b7de5233cc917c9425aa2ea200,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__,s__
a80183c045cf890899121db3bbcbd39d,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],g__,s__
6bf95d9914dc404e98ebff522496533d,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae
14732e0b78dbc03c20c505d7681b6820,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Helcococcus,s__
4042bf819b2707dcb567a04950667ec7,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
d8469ca44fd367ae2aab986a57833586,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,g__,s__
95b94ac4c1c3e18210f501268e56e50e,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__
5656d8b980bfee07e29e8fc119850901,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Peptococcus,s__
d002269a53cf1579adca5f0dadd4f332,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Dyadobacter,s__
80b9cf8b7fde7d45e0bc84a9cf9ddd56,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae
464ff59b632870b5028ed3092b9443ff,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Subdoligranulum,s__variabile
15c03c51375c7d03bd3dda24674b9936,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Leadbetterella,s__
a3ebb6445ca32f39df9f84fe48525773,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__WD2101,f__,g__,s__
47e6d3cd169787ff35f9a2278b8d4a2f,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__alaskensis
e3f051168532c89bf76e329c715c35f5,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Petrobacter,s__succinatimandens
47fb251b4679084fee2dafef11c6bc4f,k__Bacteria,p__SR1,c__,o__,f__,g__,s__
9dd67b89e90b1517d6fc340bb1745e15,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__,s__
75a61e0ca465f169e5d2ea2d19f8aefb,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Selenomonas,s__
b9e3d6fcb82de619e9e574be03ecaa41,k__Bacteria
93982d4e0f9eb9a6179d6abd57560c26,k__Bacteria
b61a4c5ec96e7276004c81cc845e2fec,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Proteocatella,s__sphenisci
76d2032108822bcfaa90a4873f7a51aa,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas
47be834b0f9232d552e00a36fb3c626b,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae
90b16eca6a6edc00f49dfb5f72be8b61,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Peptoniphilus,s__
7d893311a14a858907d4c8ca21d32dc4,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Peptococcus,s__
2d832109f6396e0f93297efd12e1321e,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__,g__,s__
47fe572ed6a6b1d5f4a60a3884ec72e1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__,s__
77f79d776f3845bc2901cf9c4229de0b,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
69e4868406c82bdfd67d2b449ca9f1d8,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Catonella,s__
e7709791d7ef6b47747de9fb43880d14,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__
f908d554fc6eeb9fef7a7028fa791475,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
e3d37109be4a17d8437f6fcb6072982d,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],g__,s__
09fc3d8a98c2ca72c69b63a51b5b564e,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Barnesiellaceae],g__,s__
3a31937521e389cbdf89ca01039e5ec3,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales
9f816758294dec368624eabd3595ec6f,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
2a71af2786dfb7aeb7ac7d5372c41686,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Tannerella,s__
59758d94cc7ed9a16526bfc9eb207575,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__colinum
190dfe815683ee977e120d35b3c83b7e,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Filifactor,s__
1d7e45fd568a577b5a6a8b4a20743211,k__Bacteria
498128a80a796620b238d8ad5cd1d2f9,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales
e2f6c7b758ac2c0476a7e31787dbba84,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__,s__
df98cba64f84c4e8b7f7ea8396f4f3f9,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Arcobacter,s__cryaerophilus
88191bcb077f725a8c8e37d74e110baa,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Cellvibrio,s__
3b0e180ea70b1a946a6214eacb539c97,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Alcaligenes,s__faecalis
84e6f7df01548135d92febfeae9a1ea6,k__Bacteria,p__Spirochaetes,c__Spirochaetes,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__
dd530a50ee0277096b0cbd210cdb80b2,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__
033511c7ff4fe93866075cfb9129aa3b,k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Candidatus Nitrososphaera,s__SCA1145
216d5bb567182b6210e2c3dbc455f2b6,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Odoribacteraceae],g__Odoribacter,s__
a9541756b547061c02922f1a3a913fce,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__
059408ca99f1001f64e6df1e06fb951d,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Sarcina,s__
111311cc108c483f3782c9214681ed19,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__agalactiae
427e48835f176c1a367a14b39b882c58,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__
10ae3ca534ce9bb9f80822b4b4a6375c,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae
8cfda573467e6a959664801713cadba1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
73bca1b91fb8a80ee698f1833c073664,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
fc8f87209db793f740eea731e64f0b2a,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__,s__
9f6a3b261bc6acafa3d4a6d2de87f924,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas
b387961d274808e3ffed8c1594f4cd1c,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__
e1b32002ee69c4e3210a2a257511f96a,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales
